Instance_name	Avg_power	Pin_x	Pin_y	VDD_drop	Net_name
clk_gate_i_tv80_core_BusB_reg/main_gate	4.14927e-05	19.254	39.301	0.878044	VDD
clk_gate_i_tv80_core_BusB_reg/test_or	8.82438e-06	24.099	27.3	0.877993	VDD
clk_gate_i_tv80_core_BusAck_reg/latch	3.18876e-05	25.135	24.9	0.878265	VDD
clk_gate_i_tv80_core_BusAck_reg/main_gate	4.57508e-05	37.31	18.901	0.878254	VDD
clk_gate_i_tv80_core_BusAck_reg/test_or	6.05664e-06	24.543	26.1	0.8785	VDD
i_tv80_core_add_380/U1_1_5	2.1626e-05	49.925	23.7	0.879029	VDD
i_tv80_core_add_380/U1_1_1	2.40535e-05	46.299	21.3	0.878679	VDD
i_tv80_core_add_380/U1_1_2	1.99017e-05	49.703	21.3	0.878956	VDD
ctmTdsLR_2_8298	1.08629e-05	26.948	33.3	0.878714	VDD
ctmTdsLR_1_8299	1.83981e-05	40.194	3.3	0.879145	VDD
i_tv80_core_add_380/U1	1.1621e-05	48.704	22.5	0.879014	VDD
i_tv80_core_add_380/U2	2.67848e-06	43.376	22.5	0.878719	VDD
i_tv80_core_add_548/ctmTdsLR_2_8276	4.78388e-06	40.157	10.5	0.878449	VDD
i_tv80_core_add_548/U21	1.91825e-05	34.237	11.7	0.878486	VDD
i_tv80_core_add_548/ctmTdsLR_3_8277	1.05476e-05	41.489	11.7	0.878708	VDD
i_tv80_core_add_548/U23	5.04243e-06	32.424	16.5	0.87832	VDD
i_tv80_core_add_548/ctmTdsLR_4_8278	8.66022e-06	40.934	11.7	0.878707	VDD
i_tv80_core_add_548/U25	2.5535e-05	32.757	12.9	0.878353	VDD
i_tv80_core_add_548/ctmTdsLR_5_8279	1.06493e-05	39.602	10.5	0.878479	VDD
i_tv80_core_add_380/ctmTdsLR_1_8280	1.32067e-05	50.036	21.3	0.878956	VDD
i_tv80_core_add_380/ctmTdsLR_2_8281	6.81953e-06	50.675	22.5	0.879224	VDD
i_tv80_core_add_380/ctmTdsLR_3_8282	7.23711e-06	50.739	21.3	0.879121	VDD
i_tv80_core_add_548/U30	1.23497e-05	40.268	10.5	0.878449	VDD
ctmTdsLR_2_8300	8.53737e-06	40.12	3.3	0.879143	VDD
ctmTdsLR_3_8301	4.34584e-06	40.638	3.3	0.879161	VDD
i_tv80_core_add_380/ctmTdsLR_4_8283	5.07039e-06	50.702	23.7	0.879183	VDD
i_tv80_core_add_380/ctmTdsLR_5_8284	1.22048e-05	50.85	22.5	0.879224	VDD
ctmTdsLR_1_8285	1.54963e-05	33.349	29.7	0.878384	VDD
i_tv80_core_IR_reg_2_	0.000126511	25.283	15.3	0.878307	VDD
i_tv80_core_mcycle_reg_0_	0.000127869	23.581	4.5	0.878354	VDD
i_tv80_core_IR_reg_5_	0.000255317	26.615	23.7	0.877638	VDD
i_tv80_core_ISet_reg_1_	0.000231479	22.101	6.9	0.877512	VDD
i_tv80_core_i_reg_RegsH_reg_6__0_	3.55643e-05	23.655	40.5	0.878479	VDD
i_tv80_core_IR_reg_0_	9.89446e-05	24.839	12.9	0.877876	VDD
i_tv80_core_i_reg_RegsL_reg_1__2_	3.39234e-05	5.525	30.9	0.878488	VDD
i_tv80_core_i_reg_RegsH_reg_2__5_	3.64767e-05	10.557	44.1	0.878634	VDD
i_tv80_core_i_reg_RegsH_reg_4__5_	3.6018e-05	10.779	42.9	0.878873	VDD
i_tv80_core_i_reg_RegsH_reg_3__5_	3.24843e-05	10.335	46.5	0.878897	VDD
i_tv80_core_i_reg_RegsH_reg_7__5_	4.25556e-05	12.259	46.5	0.878837	VDD
i_tv80_core_i_reg_RegsL_reg_0__5_	3.39027e-05	16.625	32.1	0.878411	VDD
i_tv80_core_i_reg_RegsL_reg_4__5_	3.56109e-05	14.701	33.3	0.878574	VDD
i_tv80_core_i_reg_RegsL_reg_6__5_	3.69928e-05	16.329	33.3	0.878369	VDD
i_tv80_core_i_reg_RegsL_reg_3__5_	3.61779e-05	18.253	32.1	0.878338	VDD
i_tv80_core_i_reg_RegsL_reg_2__5_	4.12948e-05	14.553	34.5	0.878607	VDD
i_tv80_core_i_reg_RegsH_reg_4__7_	3.75412e-05	7.967	46.5	0.879021	VDD
i_tv80_core_i_reg_RegsH_reg_2__7_	4.02266e-05	6.265	44.1	0.879015	VDD
i_tv80_core_i_reg_RegsH_reg_3__7_	3.60445e-05	4.859	45.3	0.879195	VDD
i_tv80_core_i_reg_RegsH_reg_7__7_	3.52907e-05	6.265	46.5	0.879101	VDD
i_tv80_core_i_reg_RegsH_reg_6__7_	3.57401e-05	10.113	46.5	0.878897	VDD
i_tv80_core_ALU_Op_r_reg_3_	0.000121062	41.933	30.9	0.878058	VDD
i_tv80_core_ALU_Op_r_reg_0_	8.76814e-05	41.341	32.1	0.87821	VDD
i_tv80_core_BusA_reg_1_	0.000103781	32.535	39.3	0.87832	VDD
i_tv80_core_F_reg_0_	0.000138725	39.787	27.3	0.878437	VDD
i_tv80_core_TmpAddr_reg_15_	4.45115e-05	41.267	10.5	0.878423	VDD
i_tv80_core_BusA_reg_5_	0.00010894	33.571	42.9	0.878737	VDD
i_tv80_core_F_reg_6_	0.000101742	35.051	29.7	0.878283	VDD
iorq_n_reg	4.79614e-05	26.948	12.9	0.877945	VDD
i_tv80_core_i_reg_RegsH_reg_5__5_	4.23324e-05	11.001	47.7	0.8789	VDD
i_tv80_core_i_reg_RegsH_reg_1__3_	3.76235e-05	15.293	48.9	0.879011	VDD
i_tv80_core_XY_State_reg_0_	2.85673e-05	25.801	8.1	0.87817	VDD
i_tv80_core_RegBusA_r_reg_6_	2.42477e-05	23.803	36.9	0.87857	VDD
i_tv80_core_RegBusA_r_reg_14_	2.93797e-05	30.537	39.3	0.878272	VDD
i_tv80_core_RegAddrB_r_reg_1_	2.44573e-05	20.325	28.5	0.877754	VDD
i_tv80_core_RegBusA_r_reg_7_	2.0226e-05	23.803	39.3	0.878337	VDD
i_tv80_core_Fp_reg_1_	5.04457e-05	46.262	29.7	0.878904	VDD
i_tv80_core_Fp_reg_0_	4.91897e-05	42.784	29.7	0.878647	VDD
i_tv80_core_IR_reg_6_	7.79516e-05	25.875	22.5	0.878042	VDD
i_tv80_core_IR_reg_4_	0.000248041	26.319	20.1	0.877585	VDD
i_tv80_core_IR_reg_3_	0.000313989	25.653	16.5	0.877425	VDD
i_tv80_core_IR_reg_1_	0.000100672	24.469	14.1	0.878433	VDD
i_tv80_core_ALU_Op_r_reg_1_	0.0001031	39.713	32.1	0.878239	VDD
i_tv80_core_mcycle_reg_2_	0.000131595	23.285	3.3	0.878301	VDD
i_tv80_core_A_reg_8_	4.09082e-05	50.369	18.9	0.879008	VDD
i_tv80_core_A_reg_15_	4.09819e-05	38.085	9.3	0.878574	VDD
i_tv80_core_A_reg_14_	4.77692e-05	38.085	8.1	0.878499	VDD
i_tv80_core_A_reg_13_	4.76864e-05	41.637	14.1	0.878817	VDD
i_tv80_core_A_reg_12_	5.65216e-05	42.229	15.3	0.878695	VDD
i_tv80_core_A_reg_9_	3.84046e-05	48.815	17.7	0.878687	VDD
i_tv80_core_i_reg_RegsH_reg_4__4_	4.0792e-05	23.433	46.5	0.878704	VDD
i_tv80_core_i_reg_RegsH_reg_3__4_	4.06503e-05	17.957	47.7	0.878709	VDD
i_tv80_core_i_reg_RegsH_reg_2__4_	3.73344e-05	21.139	47.7	0.878802	VDD
i_tv80_core_i_reg_RegsH_reg_1__4_	3.5088e-05	16.847	48.9	0.878919	VDD
i_tv80_core_i_reg_RegsH_reg_5__7_	4.03755e-05	7.967	50.1	0.879321	VDD
i_tv80_core_i_reg_RegsH_reg_1__7_	4.07953e-05	11.223	50.1	0.879082	VDD
i_tv80_core_i_reg_RegsH_reg_0__7_	3.70739e-05	9.521	50.1	0.879182	VDD
i_tv80_core_i_reg_RegsH_reg_6__6_	3.52676e-05	23.803	42.9	0.878503	VDD
i_tv80_core_i_reg_RegsH_reg_7__6_	4.40561e-05	23.655	40.5	0.878479	VDD
i_tv80_core_i_reg_RegsH_reg_5__6_	4.51859e-05	20.917	39.3	0.878375	VDD
i_tv80_core_i_reg_RegsL_reg_5__5_	3.37565e-05	19.807	33.3	0.878354	VDD
i_tv80_core_i_reg_RegsH_reg_1__5_	3.82014e-05	12.629	47.7	0.878839	VDD
i_tv80_core_i_reg_RegsH_reg_0__5_	3.87279e-05	13.443	47.7	0.878839	VDD
i_tv80_core_i_reg_RegsL_reg_1__5_	3.71502e-05	20.695	30.9	0.878075	VDD
i_tv80_core_i_reg_RegsL_reg_1__7_	3.72218e-05	4.563	39.3	0.878816	VDD
i_tv80_core_i_reg_RegsL_reg_5__7_	3.77232e-05	1.899	36.9	0.878948	VDD
i_tv80_core_i_reg_RegsL_reg_3__7_	3.63272e-05	5.599	39.3	0.878679	VDD
i_tv80_core_i_reg_RegsL_reg_6__7_	4.02131e-05	1.973	35.7	0.878711	VDD
i_tv80_core_i_reg_RegsL_reg_4__7_	3.9793e-05	2.343	34.5	0.878934	VDD
i_tv80_core_i_reg_RegsL_reg_2__7_	3.7293e-05	5.451	38.1	0.87878	VDD
i_tv80_core_i_reg_RegsL_reg_0__7_	3.62486e-05	1.973	38.1	0.878972	VDD
i_tv80_core_i_reg_RegsH_reg_6__3_	3.68423e-05	14.109	45.3	0.878882	VDD
i_tv80_core_i_reg_RegsH_reg_7__3_	3.94994e-05	15.367	50.1	0.879157	VDD
i_tv80_core_i_reg_RegsH_reg_5__3_	3.91163e-05	13.739	50.1	0.879084	VDD
i_tv80_core_i_reg_RegsH_reg_4__3_	3.5416e-05	12.703	44.1	0.878589	VDD
i_tv80_core_i_reg_RegsH_reg_3__3_	4.36142e-05	15.219	48.9	0.879011	VDD
i_tv80_core_i_reg_RegsH_reg_2__3_	3.61763e-05	12.555	45.3	0.878845	VDD
i_tv80_core_i_reg_RegsH_reg_0__3_	3.4608e-05	12.185	50.1	0.879058	VDD
i_tv80_core_IR_reg_7_	8.3179e-05	26.171	21.3	0.878274	VDD
i_tv80_core_RegAddrA_r_reg_1_	2.63498e-05	16.699	26.1	0.878523	VDD
i_tv80_core_mcycles_reg_1_	3.09716e-05	26.097	4.5	0.878658	VDD
i_tv80_core_ALU_Op_r_reg_2_	6.0971e-05	40.231	30.9	0.878114	VDD
i_tv80_core_F_reg_7_	6.38209e-05	35.347	28.5	0.878319	VDD
i_tv80_core_TmpAddr_reg_11_	3.94747e-05	47.927	14.1	0.878966	VDD
i_tv80_core_Pre_XY_F_M_reg_2_	3.22316e-05	26.689	4.5	0.878658	VDD
i_tv80_core_TmpAddr_reg_8_	3.31756e-05	47.779	15.3	0.87896	VDD
i_tv80_core_BusB_reg_2_	6.97653e-05	31.943	35.7	0.878624	VDD
i_tv80_core_IntE_FF2_reg	4.16644e-05	24.469	23.7	0.877615	VDD
i_tv80_core_BusB_reg_0_	7.06068e-05	31.647	34.5	0.878354	VDD
i_tv80_core_BusA_reg_2_	0.000100131	33.349	40.5	0.878623	VDD
i_tv80_core_BusA_reg_3_	0.000116441	33.423	41.7	0.878359	VDD
i_tv80_core_i_reg_RegsL_reg_0__0_	3.71841e-05	16.699	32.1	0.878411	VDD
i_tv80_core_mcycle_reg_1_	0.000103164	21.879	2.1	0.878865	VDD
i_tv80_core_i_reg_RegsL_reg_0__1_	3.84601e-05	2.195	32.1	0.878944	VDD
i_tv80_core_i_reg_RegsL_reg_5__2_	3.51872e-05	1.899	28.5	0.878793	VDD
i_tv80_core_i_reg_RegsL_reg_3__2_	4.42612e-05	1.677	30.9	0.878602	VDD
i_tv80_core_i_reg_RegsL_reg_6__2_	3.73886e-05	5.377	27.3	0.87802	VDD
i_tv80_core_i_reg_RegsL_reg_4__2_	4.02464e-05	5.821	26.1	0.87888	VDD
i_tv80_core_i_reg_RegsL_reg_2__2_	4.18758e-05	5.451	27.3	0.87802	VDD
i_tv80_core_i_reg_RegsL_reg_0__2_	3.84487e-05	3.231	26.1	0.879119	VDD
i_tv80_core_i_reg_RegsH_reg_0__0_	3.57371e-05	12.999	42.9	0.878766	VDD
i_tv80_core_i_reg_RegsH_reg_4__0_	3.47807e-05	12.999	40.5	0.87823	VDD
i_tv80_core_i_reg_RegsH_reg_2__0_	3.61179e-05	11.519	41.7	0.878885	VDD
i_tv80_core_i_reg_RegsH_reg_7__0_	3.67477e-05	14.553	40.5	0.878459	VDD
i_tv80_core_i_reg_RegsH_reg_5__0_	3.95091e-05	16.773	38.1	0.878381	VDD
i_tv80_core_i_reg_RegsH_reg_3__0_	4.44938e-05	18.327	38.1	0.878327	VDD
i_tv80_core_i_reg_RegsH_reg_1__0_	3.56985e-05	16.033	39.3	0.877805	VDD
i_tv80_core_i_reg_RegsH_reg_4__1_	4.05729e-05	23.433	45.3	0.878571	VDD
i_tv80_core_i_reg_RegsH_reg_2__1_	4.16398e-05	22.175	50.1	0.879259	VDD
i_tv80_core_i_reg_RegsH_reg_7__1_	4.3842e-05	21.509	50.1	0.879249	VDD
i_tv80_core_i_reg_RegsH_reg_5__1_	3.97382e-05	20.991	48.9	0.879023	VDD
i_tv80_core_i_reg_RegsH_reg_3__1_	3.71198e-05	19.215	50.1	0.879127	VDD
i_tv80_core_i_reg_RegsH_reg_1__1_	3.19982e-05	17.587	50.1	0.879086	VDD
i_tv80_core_i_reg_RegsH_reg_0__1_	3.97359e-05	23.507	45.3	0.878571	VDD
i_tv80_core_i_reg_RegsH_reg_6__2_	3.80008e-05	6.487	48.9	0.879197	VDD
i_tv80_core_i_reg_RegsH_reg_4__2_	3.82968e-05	7.893	46.5	0.879021	VDD
i_tv80_core_i_reg_RegsH_reg_2__2_	3.74064e-05	5.673	40.5	0.878832	VDD
i_tv80_core_i_reg_RegsH_reg_7__2_	3.96321e-05	6.191	47.7	0.879205	VDD
i_tv80_core_i_reg_RegsH_reg_5__2_	3.62168e-05	9.225	47.7	0.87913	VDD
i_tv80_core_i_reg_RegsH_reg_3__2_	3.70765e-05	6.413	45.3	0.879084	VDD
i_tv80_core_i_reg_RegsH_reg_1__2_	3.34524e-05	6.709	48.9	0.879197	VDD
i_tv80_core_i_reg_RegsH_reg_0__2_	3.51792e-05	9.373	48.9	0.879097	VDD
i_tv80_core_i_reg_RegsH_reg_0__4_	4.01122e-05	21.213	47.7	0.878802	VDD
i_tv80_core_i_reg_RegsH_reg_7__4_	3.84645e-05	19.585	47.7	0.878736	VDD
i_tv80_core_i_reg_RegsH_reg_5__4_	3.30085e-05	18.327	48.9	0.878919	VDD
i_tv80_core_i_reg_RegsH_reg_6__4_	3.46631e-05	19.881	46.5	0.878766	VDD
i_tv80_core_i_reg_RegsH_reg_6__5_	4.10971e-05	23.803	42.9	0.878503	VDD
i_tv80_core_i_reg_RegsH_reg_4__6_	3.8139e-05	22.175	42.9	0.878523	VDD
i_tv80_core_i_reg_RegsH_reg_2__6_	3.27862e-05	21.805	41.7	0.878616	VDD
i_tv80_core_i_reg_RegsH_reg_3__6_	4.28038e-05	21.213	36.9	0.878649	VDD
i_tv80_core_i_reg_RegsH_reg_1__6_	4.64263e-05	22.471	39.3	0.878333	VDD
i_tv80_core_i_reg_RegsH_reg_0__6_	3.68833e-05	21.213	40.5	0.878636	VDD
i_tv80_core_IncDecZ_reg	4.57487e-05	21.805	29.7	0.877848	VDD
i_tv80_core_i_reg_RegsL_reg_7__7_	3.86584e-05	3.527	38.1	0.878879	VDD
ctmTdsLR_2_8286	1.85016e-05	33.164	28.5	0.878377	VDD
U2482	0.00012135	17.661	23.7	0.877406	VDD
U2483	0.00012789	12.999	27.3	0.876931	VDD
U2484	1.29633e-05	32.979	46.5	0.879113	VDD
U2486	2.2681e-05	1.677	18.9	0.87851	VDD
U2488	3.6767e-05	8.522	18.9	0.878441	VDD
ctmTdsLR_2_1512	2.77326e-05	14.294	6.9	0.878629	VDD
U2491	1.37796e-05	14.553	20.1	0.878249	VDD
U2494	2.06737e-05	18.919	2.1	0.878691	VDD
U2495	7.33609e-05	11.482	27.3	0.876887	VDD
ctmTdsLR_4_8302	8.97767e-06	41.452	3.3	0.879201	VDD
U2498	1.54122e-05	10.853	24.9	0.878753	VDD
U2499	2.08972e-05	2.417	17.7	0.878424	VDD
U2500	2.55255e-05	27.355	47.7	0.87887	VDD
U2501	4.01833e-05	3.712	22.5	0.878707	VDD
ctmTdsLR_1_1519	3.8449e-06	6.598	21.3	0.878777	VDD
U2505	2.42315e-05	17.735	22.5	0.877925	VDD
ctmTdsLR_5_8303	4.85704e-06	40.934	3.3	0.879174	VDD
ctmTdsLR_1_8304	6.34788e-06	24.839	47.7	0.878686	VDD
U2513	1.75579e-05	41.378	41.7	0.878596	VDD
U2514	1.24553e-05	28.539	45.3	0.878621	VDD
U2515	2.88124e-05	14.59	8.1	0.878554	VDD
ctmTdsLR_2_8305	4.60003e-06	25.283	47.7	0.878707	VDD
ctmTdsLR_1_8306	7.15619e-06	31.055	45.3	0.878668	VDD
ctmTdsLR_2_8307	1.235e-05	30.611	45.3	0.878629	VDD
ctmTdsLR_3_8308	3.07985e-06	30.759	44.1	0.878823	VDD
U2521	1.68293e-05	18.623	23.7	0.877378	VDD
ctmTdsLR_1_8309	2.03973e-05	22.73	30.9	0.877882	VDD
ctmTdsLR_2_8310	7.55389e-06	23.803	30.9	0.877779	VDD
ctmTdsLR_4_1547	2.51878e-05	20.362	23.7	0.8777	VDD
U2525	1.11947e-05	28.206	6.9	0.878268	VDD
U2526	9.99231e-06	29.427	39.3	0.87831	VDD
U2527	2.82403e-05	16.477	44.1	0.878565	VDD
ctmTdsLR_3_8311	6.81373e-06	23.285	30.9	0.877816	VDD
ctmTdsLR_1_8312	6.90396e-06	28.132	47.7	0.87886	VDD
ctmTdsLR_2_8313	2.57943e-05	26.356	45.3	0.878718	VDD
ctmTdsLR_3_8314	3.29967e-06	26.245	44.1	0.878761	VDD
U2537	1.79129e-05	38.381	42.9	0.878909	VDD
U2540	3.00881e-05	41.711	41.6985	0.878602	VDD
U2543	1.65789e-05	12.851	24.9	0.87865	VDD
U2544	2.96686e-06	28.872	35.7	0.878635	VDD
U2545	9.66997e-06	30.87	42.9	0.878691	VDD
U2546	1.73725e-05	31.314	44.1	0.878858	VDD
U2547	1.21985e-05	24.95	36.9	0.878613	VDD
U2548	1.79758e-05	31.721	42.9	0.878718	VDD
ctmTdsLR_1_8315	2.15567e-05	24.58	47.7	0.878667	VDD
U2551	1.36501e-05	30.907	47.7	0.878966	VDD
U2553	1.95302e-05	8.041	10.5	0.878712	VDD
U2554	6.81959e-05	24.025	30.9	0.877779	VDD
U2555	7.37815e-05	28.354	46.5	0.87874	VDD
U2556	7.13948e-05	23.914	32.1	0.877899	VDD
U2557	6.05495e-05	10.631	2.1	0.87892	VDD
U2559	9.36602e-05	15.515	38.1	0.878532	VDD
U2561	3.10842e-05	47.15	6.9	0.878948	VDD
U2564	3.85955e-06	28.687	8.1015	0.877944	VDD
U2565	4.4777e-05	29.501	11.7	0.878155	VDD
U2567	4.04426e-05	27.762	23.7	0.877745	VDD
U2568	3.3955e-05	28.761	23.7	0.87772	VDD
U2569	3.89828e-05	32.757	27.3	0.878519	VDD
U2572	3.46004e-05	32.609	28.5	0.878252	VDD
U2573	4.16208e-05	30.87	28.5	0.87795	VDD
U2574	4.31221e-05	29.982	28.5	0.877911	VDD
ctmTdsLR_1_1513	1.46465e-05	5.821	23.7	0.878724	VDD
ctmTdsLR_2_1520	7.5063e-06	6.413	23.7	0.878681	VDD
ctmTdsLR_2_8316	4.08921e-06	24.876	46.5	0.878724	VDD
ctmTdsLR_3_8317	2.09231e-05	25.246	45.3	0.878617	VDD
ctmTdsLR_1_8318	1.71788e-05	25.69	27.3	0.878101	VDD
ctmTdsLR_1_1532	1.43642e-05	11.704	29.7	0.877962	VDD
ctmTdsLR_1_1533	1.08625e-05	12	28.5	0.877933	VDD
ctmTdsLR_1_1548	7.64788e-06	7.227	23.7	0.878659	VDD
ctmTdsLR_2_1549	3.10668e-05	7.634	24.9	0.879021	VDD
ctmTdsLR_2_8319	1.00793e-05	27.688	27.3	0.878256	VDD
ctmTdsLR_1_8320	3.62009e-05	23.47	32.1	0.877942	VDD
ctmTdsLR_2_8321	4.28765e-06	23.47	30.9	0.877816	VDD
ctmTdsLR_1_1522	2.73681e-06	7.042	17.7	0.878464	VDD
U2595	2.5302e-05	47.372	40.5	0.878939	VDD
U2597	1.79877e-05	10.668	33.3	0.878538	VDD
U2599	1.36712e-05	9.003	33.3	0.878686	VDD
U2601	2.04769e-05	28.243	36.9	0.87862	VDD
ctmTdsLR_1_8322	5.91824e-06	24.95	11.7	0.878046	VDD
ctmTdsLR_2_8323	4.19419e-06	24.654	10.5	0.878079	VDD
ctmTdsLR_3_8324	7.69053e-06	25.209	10.5	0.878087	VDD
U2606	1.1832e-05	29.316	40.5	0.878595	VDD
U2608	1.94476e-05	28.243	39.3	0.878377	VDD
U2610	1.41119e-05	28.687	41.7	0.87845	VDD
ctmTdsLR_4_8325	4.39776e-06	25.246	9.3	0.878087	VDD
U2617	1.60012e-05	29.945	40.5	0.87859	VDD
U2618	2.53805e-05	22.693	35.7	0.878556	VDD
U2619	2.22405e-05	21.472	33.3	0.878514	VDD
U2623	1.64248e-05	1.196	14.1	0.878636	VDD
U2625	1.51062e-05	11.667	24.9	0.878698	VDD
ctmTdsLR_3_8345	2.79531e-06	22.508	5.7	0.878603	VDD
ctmTdsLR_1_8346	1.39011e-05	31.055	26.1	0.878551	VDD
U2629	1.17036e-05	16.514	26.1	0.878523	VDD
U2630	8.78042e-06	16.255	24.9	0.87843	VDD
U2631	1.62469e-05	4.711	16.5	0.878222	VDD
ctmTdsLR_2_8347	1.22288e-05	30.722	23.7	0.877934	VDD
U2636	2.03153e-05	5.155	22.5	0.878491	VDD
U2637	1.60904e-05	4.415	23.7	0.878869	VDD
U2641	9.69874e-06	2.38	15.3	0.878869	VDD
U2642	2.69585e-05	7.375	22.4985	0.878326	VDD
U2644	1.6345e-05	10.261	22.5	0.878254	VDD
ctmTdsLR_3_8348	7.3937e-06	29.316	28.5	0.877887	VDD
ctmTdsLR_1_8349	1.17894e-05	41.6735	6.9	0.878742	VDD
U2648	3.39075e-05	18.771	29.7	0.877515	VDD
ctmTdsLR_2_8350	6.10229e-06	41.304	8.1	0.878626	VDD
ctmTdsLR_3_8351	2.80134e-06	42.192	6.9	0.878774	VDD
ctmTdsLR_1_8352	2.15338e-05	37.308	21.3	0.878152	VDD
U2653	1.37196e-05	7.375	27.3	0.877867	VDD
U2654	5.92098e-06	8.892	26.1	0.878831	VDD
U2659	1.1146e-05	6.931	28.5	0.878426	VDD
U2663	7.76611e-06	14.109	24.9	0.878647	VDD
ctmTdsLR_2_8353	5.38655e-06	37.826	21.3	0.878215	VDD
U2666	2.81708e-05	8.707	16.5	0.878397	VDD
ctmTdsLR_1_8354	3.4211e-05	40.786	21.3	0.878228	VDD
ctmTdsLR_2_8355	4.18081e-06	40.416	21.3	0.878251	VDD
U2669	1.28255e-05	24.136	38.1	0.878179	VDD
ctmTdsLR_3_8356	4.31005e-06	39.861	21.3	0.878295	VDD
ctmTdsLR_1_8357	7.11752e-06	22.286	11.7	0.878165	VDD
ctmTdsLR_2_8358	9.24959e-06	20.843	11.7	0.878342	VDD
U2676	1.10796e-05	29.464	44.1	0.878758	VDD
U2678	9.87985e-06	27.688	44.1	0.87878	VDD
U2686	1.71462e-05	36.753	33.3	0.878636	VDD
U2687	9.50787e-06	25.542	36.9	0.878646	VDD
U2689	5.87695e-06	49.962	9.3	0.878934	VDD
U2690	2.29794e-05	22.878	24.9	0.878257	VDD
U2693	1.98286e-05	23.988	26.1	0.878479	VDD
U2694	1.50398e-05	3.083	5.7	0.879219	VDD
U2695	4.86451e-05	14.923	30.9015	0.87812	VDD
U2697	8.04778e-06	12.962	30.9	0.878204	VDD
U2698	3.63169e-05	21.361	20.1	0.877895	VDD
U2699	1.21335e-05	21.25	15.3	0.878579	VDD
U2700	2.06809e-05	3.601	14.1	0.878614	VDD
U2701	8.30857e-06	29.057	6.9	0.878272	VDD
U2703	1.52158e-05	20.547	9.3	0.878385	VDD
U2704	1.48076e-05	12.999	8.1	0.878477	VDD
U2706	1.04254e-05	39.972	44.1	0.879028	VDD
U2709	1.27899e-05	27.651	29.7	0.878283	VDD
U2710	6.91579e-06	42.858	42.9	0.879013	VDD
U2711	1.02042e-05	43.82	41.7	0.878804	VDD
U2712	1.83271e-05	36.753	41.7	0.87844	VDD
ctmTdsLR_1_8374	6.66692e-06	24.136	18.9	0.878068	VDD
ctmTdsLR_2_8375	1.12553e-05	24.099	18.9	0.878068	VDD
U2716	3.98827e-05	44.93	42.9	0.879159	VDD
U2719	1.96433e-05	37.197	45.3	0.878907	VDD
U2720	8.76723e-06	2.639	11.7	0.879023	VDD
U2721	1.15284e-05	13.295	21.3	0.878506	VDD
U2723	4.33727e-05	2.121	8.1015	0.878742	VDD
U2724	4.17058e-05	3.046	12.9	0.878528	VDD
ctmTdsLR_1_8376	6.53133e-06	24.21	15.3	0.878327	VDD
ctmTdsLR_2_8377	1.31775e-05	23.137	15.3	0.878369	VDD
U2728	2.37704e-05	13.554	23.7	0.878067	VDD
U2730	9.40315e-05	12.518	26.1	0.878416	VDD
ctmTdsLR_3_8378	2.59924e-06	23.692	15.3	0.878349	VDD
U2732	1.35416e-05	18.699	15.3	0.878583	VDD
ctmTdsLR_1_8379	1.96926e-05	29.982	11.7	0.878176	VDD
U2735	9.6551e-06	11.371	17.7	0.878654	VDD
U2736	1.40057e-05	21.916	28.5	0.87788	VDD
U2737	6.66709e-05	3.934	16.5	0.878267	VDD
U2738	2.10788e-05	1.825	18.9	0.87851	VDD
U2739	2.55117e-05	7.93	21.3	0.878751	VDD
U2740	3.38901e-05	2.824	14.1	0.878693	VDD
U2741	4.13202e-05	4.563	14.1	0.878513	VDD
U2742	2.12216e-05	4.822	5.7	0.87903	VDD
U2745	1.69282e-05	2.047	10.5	0.87878	VDD
U2746	1.09213e-05	48.926	38.1	0.8792	VDD
U2747	1.32807e-05	20.473	5.7	0.878667	VDD
U2750	2.27617e-05	38.64	2.1	0.879483	VDD
ctmTdsLR_2_8380	4.41715e-06	29.39	12.9	0.877971	VDD
ctmTdsLR_3_8381	6.39503e-06	29.871	12.9	0.877999	VDD
U2756	7.87687e-06	40.12	4.5	0.879153	VDD
U2760	7.14388e-06	41.23	4.5	0.879183	VDD
ctmTdsLR_1_8382	6.97525e-06	23.396	22.5	0.878035	VDD
ctmTdsLR_2_8383	3.88738e-06	22.952	21.3	0.878413	VDD
ctmTdsLR_3_8384	4.42089e-06	23.507	21.3	0.87837	VDD
ctmTdsLR_4_8385	3.94135e-06	22.508	21.3	0.878465	VDD
U2775	1.44219e-05	17.624	42.9	0.878437	VDD
U2776	1.28221e-05	27.725	34.5	0.878558	VDD
ctmTdsLR_5_8386	1.30938e-05	22.989	22.5	0.878068	VDD
U2778	1.27162e-05	12.257	14.1	0.878532	VDD
U2780	2.60854e-05	11.408	9.3	0.878592	VDD
ctmTdsLR_1_8387	1.63368e-05	20.103	16.5	0.878276	VDD
ctmTdsLR_2_8388	1.0872e-05	19.252	16.5	0.878268	VDD
U2783	2.63261e-05	17.698	42.9	0.878437	VDD
U2786	1.58105e-05	13.443	9.3	0.87855	VDD
U2787	4.83515e-06	13.11	16.5	0.878315	VDD
U2788	1.14664e-05	9.151	45.3	0.87909	VDD
U2791	2.52886e-05	13.998	44.1	0.878646	VDD
U2792	3.3443e-05	8.263	40.5	0.878723	VDD
HFSBUF_3602_1500	0.000155413	10.779	27.3	0.877011	VDD
U2799	3.86329e-05	24.432	16.5	0.877535	VDD
U2800	2.31079e-05	15.885	23.7	0.877769	VDD
